1,9,10,1,0,39,0
0,9,10,1,0,39,0
1,8,10,1,0,39,0
1,9,9,1,0,39,0
1,9,10,0,0,39,0
1,9,10,1,1,39,0
1,9,11,1,0,39,0
1,10,10,1,0,39,0
2,9,10,1,0,39,0
0,8,10,1,0,39,0
0,9,9,1,0,39,0
0,9,10,0,0,39,0
0,9,10,1,1,39,0
0,9,11,1,0,39,0
0,10,10,1,0,39,0
1,8,9,1,0,39,0
1,8,10,0,0,39,0
1,8,10,1,1,39,0
1,8,11,1,0,39,0
1,9,10,0,1,39,0
1,9,11,0,0,39,0
1,9,11,1,1,39,0
1,10,10,0,0,39,0
1,10,10,1,0,38,0
2,8,10,1,0,39,0
2,9,9,1,0,39,0
2,9,10,0,0,39,0
2,9,10,1,0,40,0
2,9,11,1,0,39,0
2,10,10,1,0,39,0
0,8,9,1,0,39,0
0,8,10,0,0,39,0
0,8,10,1,1,39,0
0,8,11,1,0,39,0
0,9,9,0,0,39,0
0,9,9,1,1,39,0
0,9,10,0,1,39,0
0,9,11,0,0,39,0
0,9,11,1,1,39,0
0,10,10,0,0,39,0
0,10,11,1,0,39,0
1,8,11,0,0,39,0
1,9,11,0,1,39,0
1,10,10,0,1,39,0
2,8,10,0,0,39,0
2,8,10,1,1,39,0
2,8,11,1,0,39,0
2,9,9,0,0,39,0
2,9,10,0,1,39,0
2,9,11,0,0,39,0
2,10,10,0,0,39,0
2,10,11,1,0,39,0
0,8,9,0,0,39,0
0,8,10,0,1,39,0
0,8,11,0,0,39,0
0,8,11,1,1,39,0
0,9,11,0,1,39,0
1,7,10,1,0,39,0
1,9,8,1,0,39,0
1,9,10,1,2,39,0
1,9,12,1,0,39,0
1,11,10,1,0,39,0
2,8,10,0,0,38,0
2,8,10,0,1,39,0
2,8,11,0,0,39,0
2,9,11,0,1,39,0
0,7,10,1,0,39,0
0,9,8,1,0,39,0
0,9,10,1,2,39,0
0,9,12,1,0,39,0
0,11,10,1,0,39,0
1,7,10,0,0,39,0
1,7,10,1,1,39,0
1,7,11,1,0,39,0
1,8,8,1,0,39,0
1,8,10,1,2,39,0
1,8,12,1,0,39,0
1,9,8,0,0,39,0
1,9,8,1,0,40,0
1,9,8,1,1,39,0
1,9,9,1,2,39,0
1,9,10,0,2,39,0
1,9,11,1,2,39,0
1,9,12,0,0,39,0
1,9,12,1,1,39,0
2,9,10,1,1,39,1
2,9,11,1,1,39,1
2,10,11,1,1,39,1
2,9,10,1,2,39,1
2,8,10,1,2,39,1
2,9,9,1,2,39,1
2,9,11,1,2,39,1
2,10,10,1,2,39,1
2,11,10,1,1,39,1
2,8,11,1,2,39,1
2,11,11,1,1,39,1
1,11,10,1,2,39,1
1,11,10,1,2,40,1
1,11,11,1,2,39,1
2,7,10,1,2,39,1
2,9,8,1,2,39,1
2,9,12,1,2,39,1
2,11,10,1,2,39,1
2,7,11,1,2,39,1
2,8,8,1,2,39,1
2,8,12,1,2,39,1
2,10,8,1,2,39,1
2,10,12,1,2,39,1
2,11,9,1,2,39,1
2,11,11,1,2,39,1
2,11,12,1,1,39,1
2,12,10,1,1,39,1
2,12,9,1,1,39,1
2,12,11,1,1,39,1
1,12,10,1,2,39,1
2,7,8,1,2,39,1
2,7,12,1,2,39,1
2,11,8,1,2,39,1
2,11,12,1,2,39,1
1,12,11,1,2,39,1
2,9,7,1,2,39,1
2,9,10,1,2,36,1
2,9,13,1,2,39,1
2,12,10,1,2,39,1
2,8,7,1,2,39,1
2,10,7,1,2,39,1
2,12,9,1,2,39,1
2,12,12,1,1,39,1
2,7,7,1,2,39,1
2,11,7,1,2,39,1
2,11,13,1,2,39,1
2,12,8,1,2,39,1
2,12,12,1,2,39,1
2,9,6,1,2,39,1
2,13,10,1,2,39,1
2,10,6,1,2,39,1
2,12,7,1,2,39,1
2,12,13,1,2,39,1
2,7,6,1,2,39,1
2,11,6,1,2,39,1
2,9,5,1,2,39,1
2,12,6,1,2,39,1
2,8,5,1,2,39,1
2,10,5,1,2,39,1
2,11,5,1,2,39,1
2,12,5,1,2,39,1
2,14,7,1,2,39,1
2,9,4,1,2,39,1
2,8,4,1,2,39,1
2,9,4,1,2,38,1
2,10,4,1,2,39,1
2,7,4,1,2,39,1
2,11,4,1,2,39,1
2,13,5,1,2,39,1
2,11,4,1,2,41,1
2,12,4,1,2,39,1
2,9,3,1,2,39,1
2,8,3,1,2,39,1
2,10,3,1,2,39,1
2,8,3,1,2,38,1
2,7,3,1,2,39,1
2,11,3,1,2,39,1
2,9,3,1,2,36,1
2,12,3,1,2,39,1
2,13,3,1,2,39,1
2,9,1,1,2,39,1
2,8,1,1,2,39,1
2,10,1,1,2,39,1
2,11,1,1,2,39,1
